record_kind,decision_id,unit_id,segment_id,target_path,target_line,target_excerpt,reader_artifact,reader_anchor,anchor_distance_lines,reader_status
terminology,GU-T212,OLP-0221,OLP-0221-B007,gu/content/computability/recursive-functions/trees.tex,31,\begin{prop}   \ollabel{prop:subtreeseq}   વિધેય $\fn{SubtreeSeq}(t)$ આદિમ પુનરાવર્તી છે. તે એવા   અનુક્રમનો કોડ આપે છે જેના ઘટકો કોડ~$t$ ધરાવતા વૃક્ષનાં બધાં   ઉપવૃક્ષોના કોડ છે. ,reader/computability-theory.html,cmp:rec:tre:prop:subtreeseq,1,verified_html_anchor_near_target_line
terminology,GU-T212,OLP-0221,OLP-0221-B008,gu/content/computability/recursive-functions/trees.tex,38,"\begin{proof}   પહેલાં નોંધો કે $\fn{ISubtrees}(t) = \fn{subseq}(t, 1, (t)_0)$   આદિમ પુનરાવર્તી છે અને વૃક્ષ~$t$નાં તત્કાલ ઉપવૃક્ષોના કોડ આપે   છે. હવે સહાયક વિધેય $\fn{hSubtreeSe",reader/computability-theory.html,cmp:rec:tre:prop:subtreeseq,6,verified_html_anchor_near_target_line
terminology,GU-T213,OLP-0222,OLP-0222-B004,gu/content/computability/recursive-functions/other-recursions.tex,9,\olfileid{cmp}{rec}{ore} \olsection{પુનરાવર્તનનાં અન્ય સ્વરૂપો},reader/computability-theory.html,cmp:rec:ore:sec,8,verified_html_anchor_near_target_line
terminology,GU-T213,OLP-0222,OLP-0222-B005,gu/content/computability/recursive-functions/other-recursions.tex,12,"જોડ-નિરૂપણ અને અનુક્રમ-નિરૂપણ વડે આદિમ પુનરાવર્તનનાં વધુ અસામાન્ય (અને ઉપયોગી) સ્વરૂપોનું સમર્થન કરી શકીએ છીએ. દાખલા તરીકે, નીચેની વ્યાખ્યામાં જેમ થાય છે તેમ, બે વિધેયો એકસાથે વ્યા",reader/computability-theory.html,cmp:rec:ore:sec,11,verified_html_anchor_near_target_line
terminology,GU-T213,OLP-0222,OLP-0222-B006,gu/content/computability/recursive-functions/other-recursions.tex,50,"\begin{prob}   અગાઉનાં બધાં મૂલ્યો પર આધારિત પુનરાવર્તન વડે શેષ વિધેય   $r(x,y)$ વ્યાખ્યાયિત કરો. ($x$, $y$ પ્રાકૃતિક સંખ્યાઓ અને   $y > 0$ હોય, તો $r(x,y)$ એ~$y$થી નાની એવી સંખ્યા",reader/computability-theory.html,cmp:rec:ore:sec,49,verified_html_anchor_near_target_line
terminology,GU-T213,OLP-0222,OLP-0222-B007,gu/content/computability/recursive-functions/other-recursions.tex,58,આ વિધેયો સામાન્ય આદિમ પુનરાવર્તનથી કેવી રીતે મેળવી શકાય તે વિચારો. આદિમ પુનરાવર્તનનું એક છેલ્લું સ્વરૂપ વધુ લવચીક છે: તેમાં ચાલતાં ચાલતાં \emph{પ્રાચલો} (બાજુનાં મૂલ્યો) બદલવાની છૂ,reader/computability-theory.html,cmp:rec:ore:sec,57,verified_html_anchor_near_target_line
terminology,GU-T214,OLP-0224,OLP-0224-B004,gu/content/computability/recursive-functions/partial-functions.tex,9,\olfileid{cmp}{rec}{par} \olsection{આંશિક પુનરાવર્તી વિધેયો},reader/computability-theory.html,cmp:rec:par:sec,8,verified_html_anchor_near_target_line
terminology,GU-T214,OLP-0224,OLP-0224-B005,gu/content/computability/recursive-functions/partial-functions.tex,13,પુનરાવર્તી વિધેયોની વ્યાખ્યા તરફ વધતાં પહેલાં નોંધો કે આદિમ પુનરાવર્તી ન હોય એવાં સંગણનીય વિધેયો અસ્તિત્વમાં છે એવી આપણી સાબિતી ખરેખર ઘણું વધુ બતાવે છે. દલીલ સરળ હતી: આપણે માત્ર એ ,reader/computability-theory.html,cmp:rec:par:sec,12,verified_html_anchor_near_target_line
terminology,GU-T214,OLP-0224,OLP-0224-B008,gu/content/computability/recursive-functions/partial-functions.tex,39,"પહેલું સહેલું છે. પહેલાંની જેમ શૂન્ય વિધેય, ઉત્તરગામી વિધેય અને પ્રક્ષેપોથી શરૂ કરીને સંયોજન અને આદિમ પુનરાવર્તન હેઠળ બંધ કરીશું. ફરક માત્ર એટલો કે વ્યાખ્યામાંના કેટલાક પદોનું મૂલ્",reader/computability-theory.html,cmp:rec:par:sec,38,verified_html_anchor_near_target_line
terminology,GU-T214,OLP-0224,OLP-0224-B009,gu/content/computability/recursive-functions/partial-functions.tex,62,"આદિમ પુનરાવર્તી વિધેયોની વ્યાખ્યામાં આંશિક વિધેયો મેળવવા જે ઉમેરીશું તે \emph{અનિયત મર્યાદા સુધીની શોધક્રિયા} છે. પ્રાકૃતિક સંખ્યાઓ પર $f(x,\vec z)$ કોઈ પણ આંશિક વિધેય હોય, તો $\mu",reader/computability-theory.html,cmp:rec:par:defn:recursive-fn,48,verified_html_anchor_near_target_line
terminology,GU-T214,OLP-0224,OLP-0224-B010,gu/content/computability/recursive-functions/partial-functions.tex,75,"\begin{explain} નોંધો કે આપણી વ્યાખ્યા\iftag{TMs}{ ટ્યુરિંગ મશીનો, અથવા}{} અલ્ગોરિધમો કે સંગણનના કોઈ ખાસ નમૂનાનો ઉલ્લેખ કરતી નથી. પરંતુ સંયોજન અને આદિમ પુનરાવર્તનની જેમ અનિયત મર્યા",reader/computability-theory.html,cmp:rec:par:defn:recursive-fn,35,verified_html_anchor_near_target_line
terminology,GU-T214,OLP-0224,OLP-0224-B011,gu/content/computability/recursive-functions/partial-functions.tex,88,"$R(x,\vec z)$ કોઈ પણ સંબંધ હોય, તો $\mu x \; R(x,\vec z)$ને $\mu x \; (1 \tsub \Char{R}(x,\vec z))$ તરીકે વ્યાખ્યાયિત કરીએ છીએ. બીજા શબ્દોમાં, $\mu x \; R(x,\vec z)$ એ $R(x,\vec z)",reader/computability-theory.html,cmp:rec:par:defn:recursive-fn,22,verified_html_anchor_near_target_line
terminology,GU-T214,OLP-0224,OLP-0224-B012,gu/content/computability/recursive-functions/partial-functions.tex,98,"\begin{defn} \emph{આંશિક પુનરાવર્તી વિધેયો}નો ગણ એટલે પ્રાકૃતિક સંખ્યાઓમાંથી પ્રાકૃતિક સંખ્યાઓમાં જતાં (જુદી જુદી આર્ગ્યુમેન્ટ-સંખ્યા ધરાવતાં) આંશિક વિધેયોનો સૌથી નાનો એવો ગણ, જેમા",reader/computability-theory.html,cmp:rec:par:defn:recursive-fn,12,verified_html_anchor_near_target_line
terminology,GU-T214,OLP-0224,OLP-0224-B014,gu/content/computability/recursive-functions/partial-functions.tex,109,\begin{defn} \ollabel{defn:recursive-fn} \emph{પુનરાવર્તી વિધેયો}નો ગણ એટલે સંપૂર્ણ હોય એવા આંશિક પુનરાવર્તી વિધેયોનો ગણ. \end{defn},reader/computability-theory.html,cmp:rec:par:defn:recursive-fn,1,verified_html_anchor_near_target_line
terminology,GU-T215,OLP-0225,OLP-0225-B004,gu/content/computability/recursive-functions/normal-form.tex,9,\olfileid{cmp}{rec}{nft} \olsection{સામાન્ય સ્વરૂપ પ્રમેય},reader/computability-theory.html,cmp:rec:nft:sec,8,verified_html_anchor_near_target_line
terminology,GU-T215,OLP-0225,OLP-0225-B005,gu/content/computability/recursive-functions/normal-form.tex,12,"\begin{thm}[ક્લીનીનું સામાન્ય સ્વરૂપ પ્રમેય] \ollabel{thm:kleene-nf} એવો આદિમ પુનરાવર્તી સંબંધ $T(e, x, s)$ અને એવું આદિમ પુનરાવર્તી વિધેય $U(s)$ છે કે નીચેનો ગુણધર્મ મળે છે: $f$ ક",reader/computability-theory.html,cmp:rec:nft:thm:kleene-nf,1,verified_html_anchor_near_target_line
terminology,GU-T215,OLP-0225,OLP-0225-B006,gu/content/computability/recursive-functions/normal-form.tex,28,"\begin{explain} સામાન્ય સ્વરૂપ પ્રમેયની સાબિતી વિગતભરી છે, પરંતુ મૂળ વિચાર સરળ છે. દરેક આંશિક પુનરાવર્તી વિધેયને એક \emph{સૂચક}~$e$ હોય છે: સહજ રીતે, તે તેના કાર્યક્રમ અથવા વ્યાખ્ય",reader/computability-theory.html,cmp:rec:nft:thm:kleene-nf,15,verified_html_anchor_near_target_line
terminology,GU-T215,OLP-0225,OLP-0225-B007,gu/content/computability/recursive-functions/normal-form.tex,42,"સામાન્ય સ્વરૂપ પ્રમેય બતાવે છે કે કોઈ પણ આંશિક પુનરાવર્તી વિધેય વ્યાખ્યાયિત કરવા અનિયત મર્યાદા સુધીની માત્ર એક શોધ જરૂરી છે. મૂળભૂત રીતે, સૂચક~$e$ ધરાવતા વિધેયની ઇનપુટ~$x$ માટેની ગ",reader/computability-theory.html,cmp:rec:nft:thm:kleene-nf,29,verified_html_anchor_near_target_line
terminology,GU-T216,OLP-0226,OLP-0226-B004,gu/content/computability/recursive-functions/halting-problem.tex,9,\olfileid{cmp}{rec}{hlt} \olsection{અટકવાની સમસ્યા},reader/computability-theory.html,cmp:rec:hlt:sec,8,verified_html_anchor_near_target_line
terminology,GU-T216,OLP-0226,OLP-0226-B005,gu/content/computability/recursive-functions/halting-problem.tex,12,"સામાન્ય રીતે \emph{અટકવાની સમસ્યા} એટલે સંગણનીય વિધેયનું વર્ણન~$e$ (દાખલા તરીકે કાર્યક્રમ) અને સંખ્યા~$n$ આપેલાં હોય, ત્યારે ઇનપુટ~$n$ પર તે વિધેયની ગણતરી અટકે છે કે નહીં, એટલે પરિ",reader/computability-theory.html,cmp:rec:hlt:sec,11,verified_html_anchor_near_target_line
terminology,GU-T216,OLP-0226,OLP-0226-B006,gu/content/computability/recursive-functions/halting-problem.tex,26,"આંશિક પુનરાવર્તી વિધેયોના સંદર્ભમાં કાર્યક્રમના વર્ણનનું કામ ક્લીનીના સામાન્ય સ્વરૂપ પ્રમેયમાં મળતો સૂચક~$e$ કરી શકે છે. $f$ આંશિક પુનરાવર્તી વિધેય હોય, તો સામાન્ય સ્વરૂપ પ્રમેયનું",reader/computability-theory.html,cmp:rec:hlt:sec,25,verified_html_anchor_near_target_line
terminology,GU-T216,OLP-0226,OLP-0226-B007,gu/content/computability/recursive-functions/halting-problem.tex,50,\begin{thm} \ollabel{thm:halting-problem} અટકવાનું વિધેય~$h$ આંશિક પુનરાવર્તી નથી. \end{thm},reader/computability-theory.html,cmp:rec:hlt:thm:halting-problem,1,verified_html_anchor_near_target_line
terminology,GU-T216,OLP-0226,OLP-0226-B008,gu/content/computability/recursive-functions/halting-problem.tex,55,"\begin{proof} જો $h$ આંશિક પુનરાવર્તી હોત, તો નીચે મુજબ વિધેય વ્યાખ્યાયિત કરી શકાત: \[ d(y) = \begin{cases} 1 & \text{જો $h(y, y) = 0$ હોય}\\ \umin{x}{x \neq x} & \text{અન્યથા.} \e",reader/computability-theory.html,cmp:rec:hlt:thm:halting-problem,4,verified_html_anchor_near_target_line
terminology,GU-T216,OLP-0227,OLP-0227-B005,gu/content/computability/recursive-functions/general-recursive-functions.tex,12,"સંપૂર્ણ વિધેયોનો ગણ મેળવવાની બીજી રીત પણ છે. સંપૂર્ણ વિધેય $f(x,\vec z)$ને \emph{નિયમિત} કહીએ, જો પ્રાકૃતિક સંખ્યાઓના દરેક અનુક્રમ $\vec z$ માટે એવો $x$ હોય કે $f(x,\vec z) = 0$ થા",reader/computability-theory.html,cmp:rec:gen:sec,11,verified_html_anchor_near_target_line
terminology,GU-T216,OLP-0227,OLP-0227-B006,gu/content/computability/recursive-functions/general-recursive-functions.tex,20,\begin{defn} \ollabel{defn:general-recursive} \emph{સામાન્ય પુનરાવર્તી વિધેયો}નો ગણ એટલે પ્રાકૃતિક સંખ્યાઓમાંથી પ્રાકૃતિક સંખ્યાઓમાં જતાં (જુદી જુદી આર્ગ્યુમેન્ટ-સંખ્યા ધરાવતાં) વિ,reader/computability-theory.html,cmp:rec:gen:defn:general-recursive,1,verified_html_anchor_near_target_line
terminology,GU-T216,OLP-0227,OLP-0227-B007,gu/content/computability/recursive-functions/general-recursive-functions.tex,30,સ્પષ્ટ છે કે દરેક સામાન્ય પુનરાવર્તી વિધેય સંપૂર્ણ છે. \olref{defn:general-recursive} અને \olref[par]{defn:recursive-fn} વચ્ચેનો તફાવત એ છે કે પછીની વ્યાખ્યામાં વચ્ચેના પગલાઓમાં આં,reader/computability-theory.html,cmp:rec:gen:defn:general-recursive,9,verified_html_anchor_near_target_line
source_correction,OLCMP-001,OLP-0211,,gu/content/computability/recursive-functions/primitive-recursion.tex,25,\sourcecorrection{OLCMP-001}{સ્થિર અંગ્રેજી મૂળના આ વાક્યમાં,reader/computability-theory.html,cmp:rec:pre:sec,24,verified_html_anchor_near_target_line
source_correction,OLCMP-002,OLP-0212,,gu/content/computability/recursive-functions/composition.tex,31,\sourcecorrection{OLCMP-002}{સ્થિર અંગ્રેજી મૂળના આ વાક્યમાં,reader/computability-theory.html,cmp:rec:com:sec,30,verified_html_anchor_near_target_line
source_correction,OLCMP-003,OLP-0217,,gu/content/computability/recursive-functions/pr-relations.tex,47,\sourcecorrection{OLCMP-003}{સ્થિર અંગ્રેજી મૂળમાં બીજા મુદ્દાને,reader/computability-theory.html,cmp:rec:prr:sec,46,verified_html_anchor_near_target_line
source_correction,OLCMP-004,OLP-0218,,gu/content/computability/recursive-functions/bounded-minimization.tex,50,\sourcecorrection{OLCMP-004}{સ્થિર અંગ્રેજી મૂળના ત્રીજા કિસ્સામાં,reader/computability-theory.html,cmp:rec:bmi:sec,49,verified_html_anchor_near_target_line
source_correction,OLCMP-005,OLP-0219,,gu/content/computability/recursive-functions/primes.tex,31,\sourcecorrection{OLCMP-005}{સ્થિર અંગ્રેજી મૂળના કૌંસમાં,reader/computability-theory.html,cmp:rec:pri:sec,30,verified_html_anchor_near_target_line
source_correction,OLCMP-006,OLP-0219,,gu/content/computability/recursive-functions/primes.tex,36,\sourcecorrection{OLCMP-006}{સ્થિર અંગ્રેજી મૂળ કહે છે કે,reader/computability-theory.html,cmp:rec:pri:sec,35,verified_html_anchor_near_target_line
source_correction,OLCMP-007,OLP-0220,,gu/content/computability/recursive-functions/sequences.tex,153,\sourcecorrection{OLCMP-007}{સ્થિર અંગ્રેજી મૂળના આ સૂત્રમાં ખાલી,reader/computability-theory.html,cmp:rec:seq:prop:subseq,36,verified_html_anchor_near_target_line
source_correction,OLCMP-008,OLP-0221,,gu/content/computability/recursive-functions/trees.tex,57,    \sourcecorrection{OLCMP-008}{સ્થિર અંગ્રેજી મૂળ,reader/computability-theory.html,cmp:rec:tre:prop:subtreeseq,25,verified_html_anchor_near_target_line
source_correction,OLCMP-009,OLP-0221,,gu/content/computability/recursive-functions/trees.tex,73,    \sourcecorrection{OLCMP-009}{સ્થિર અંગ્રેજી મૂળ આ સહાયક,reader/computability-theory.html,cmp:rec:tre:prop:subtreeseq,41,verified_html_anchor_near_target_line
source_correction,OLCMP-010,OLP-0225,,gu/content/computability/recursive-functions/normal-form.tex,21,\sourcecorrection{OLCMP-010}{સ્થિર અંગ્રેજી મૂળ અહીં ``કોઈ પણ,reader/computability-theory.html,cmp:rec:nft:thm:kleene-nf,8,verified_html_anchor_near_target_line
terminology,GU-T217,OLP-0229,OLP-0229-B005,gu/content/computability/computability-theory/introduction.tex,12,તર્કશાસ્ત્રની \emph{સંગણનીયતા સિદ્ધાંત} નામની શાખા વિધેયો અને ગણોની સંગણનીયતા અથવા સાપેક્ષ સંગણનીયતા અંગેના પ્રશ્નોનો અભ્યાસ કરે છે. આ વિષય પર ક્લીનીનો પ્રભાવ એવો રહ્યો છે કે પહેલા,reader/computability-theory.html,cmp:thy:int:sec,11,verified_html_anchor_near_target_line
terminology,GU-T217,OLP-0229,OLP-0229-B006,gu/content/computability/computability-theory/introduction.tex,17,"જો સંગણનાના કોઈ નિદર્શમાં $f\colon \Nat \pto \Nat$ પ્રકારનું વિધેય ગણી શકાય, તો તેને \emph{આંશિક સંગણનીય} કહીએ. $f$ સંપૂર્ણ હોય તો $f$ને માત્ર \emph{સંગણનીય} કહીએ. જે સંબંધ~$R$નું ",reader/computability-theory.html,cmp:thy:int:sec,16,verified_html_anchor_near_target_line
terminology,GU-T217,OLP-0231,OLP-0231-B006,gu/content/computability/computability-theory/normal-form.tex,24,"\begin{thm}[ક્લીનીનું સામાન્ય સ્વરૂપ પ્રમેય] \ollabel{thm:normal-form} આવો આદિમ પુનરાવર્તી સંબંધ~$T(e,x,s)$ અને આદિમ પુનરાવર્તી વિધેય~$U(s)$ છે કે દરેક એક-આર્ગ્યુમેન્ટવાળા આંશિક સં",reader/computability-theory.html,cmp:thy:nfm:thm:normal-form,1,verified_html_anchor_near_target_line
terminology,GU-T218,OLP-0233,OLP-0233-B005,gu/content/computability/computability-theory/universal-part-function.tex,12,"\begin{thm} \ollabel{thm:univ-comp} સર્વવ્યાપી આંશિક સંગણનીય વિધેય~$\fn{Un}(e,x)$ છે. બીજા શબ્દોમાં, એવું વિધેય $\fn{Un}(e,x)$ છે કે: \begin{enumerate} \item $\fn{Un}(e,x)$ આંશિક સ",reader/computability-theory.html,cmp:thy:uni:thm:univ-comp,1,verified_html_anchor_near_target_line
terminology,GU-T218,OLP-0233,OLP-0233-B007,gu/content/computability/computability-theory/universal-part-function.tex,29,"\begin{explain} આ તો આંશિક સંગણનીય વિધેયોની અસરકારક પરિગણના છે એવું ચોક્કસ રીતે કહે છે. વિચાર એવો છે કે $f_e(x) = \fn{Un}(e,x)$ વડે વ્યાખ્યાયિત વિધેયને $f_e$ લખીએ, તો અનુક્રમ $f_0$",reader/computability-theory.html,cmp:thy:uni:thm:univ-comp,16,verified_html_anchor_near_target_line
terminology,GU-T218,OLP-0234,OLP-0234-B007,gu/content/computability/computability-theory/no-universal-function.tex,24,"\begin{proof} આ સાદી વિકર્ણીકરણ સાબિતી છે: $\fn{Un}'(k,x)$ સંપૂર્ણ અને સંગણનીય હોય, તો \[ d(x) = \fn{Un}'(x, x) + 1 \] પણ સંપૂર્ણ અને સંગણનીય થાય. પરંતુ વ્યાખ્યા મુજબ $d(k)$ અને $\",reader/computability-theory.html,cmp:thy:nou:thm:no-univ,7,verified_html_anchor_near_target_line
terminology,GU-T219,OLP-0238,OLP-0238-B005,gu/content/computability/computability-theory/ce-sets.tex,12,\begin{defn} કોઈ ગણ ખાલી હોય અથવા કોઈ સંગણનીય વિધેયનો મૂલ્યગણ હોય તો તે \emph{સંગણકીય રીતે પરિગણનીય} કહેવાય. \end{defn},reader/computability-theory.html,cmp:thy:ces:sec,11,verified_html_anchor_near_target_line
terminology,GU-T219,OLP-0238,OLP-0238-B006,gu/content/computability/computability-theory/ce-sets.tex,17,\begin{history} સંગણકીય રીતે પરિગણનીય ગણોને \emph{પુનરાવર્તી રીતે પરિગણનીય} પણ કહે છે. આ મૂળ પરિભાષા છે. આજે બંને નામો તથા ``c.e.'' અને ``r.e.'' સંક્ષેપો સામાન્ય રીતે વપરાય છે. \en,reader/computability-theory.html,cmp:thy:ces:sec,16,verified_html_anchor_near_target_line
terminology,GU-T219,OLP-0239,OLP-0239-B008,gu/content/computability/computability-theory/equiv-ce-defs.tex,30,"\begin{explain} પહેલાં ત્રણ ખંડો કહે છે કે દરેક ખાલી ન હોય એવા સંગણકીય રીતે પરિગણનીય ગણની પરિગણના સંગણનીય વિધેય, આંશિક સંગણનીય વિધેય અથવા આદિમ પુનરાવર્તી વિધેય વડે થઈ શકે છે. ચોથો ",reader/computability-theory.html,cmp:thy:eqc:case:ce-domain,4,verified_html_anchor_near_target_line
terminology,GU-T220,OLP-0240,OLP-0240-B009,gu/content/computability/computability-theory/non-comp-set.tex,38,"ગણ $K_0$ એ એવી જોડીઓ $\tuple{e,x}$નો ગણ છે કે $\cfind{e}(x) \fdefined$; એટલે $\tuple{e,x} \in K_0$ ત્યારે અને માત્ર ત્યારે જ્યારે $\cfind{e}$ ઇનપુટ~$x$ પર વ્યાખ્યાયિત હોય, અર્થાત્ ",reader/computability-theory.html,cmp:thy:ncp:thm:K,8,verified_html_anchor_near_target_line
terminology,GU-T220,OLP-0240,OLP-0240-B010,gu/content/computability/computability-theory/non-comp-set.tex,46,"\begin{thm}\ollabel{thm:K} સ્વ-અટકવાનો ગણ $K = \Setabs{e}{\cfind{e}(e) \fdefined}$ !!{c.e.} છે, પરંતુ નિર્ણેય નથી. \end{thm}",reader/computability-theory.html,cmp:thy:ncp:thm:K,0,verified_html_anchor_near_target_line
terminology,GU-T220,OLP-0235,OLP-0235-B005,gu/content/computability/computability-theory/halting-problem.tex,12,"રચના મુજબ, સર્વવ્યાપી આંશિક સંગણનીય વિધેય~$\fn{Un}(e,x)$ ત્યારે અને માત્ર ત્યારે વ્યાખ્યાયિત છે જ્યારે~$e$ વડે કોડ કરેલા વિધેયની સંગણના ઇનપુટ~$x$ માટે મૂલ્ય આપે. આવું થાય છે કે નહી",reader/computability-theory.html,cmp:thy:hlt:sec,11,verified_html_anchor_near_target_line
terminology,GU-T221,OLP-0243,OLP-0243-B006,gu/content/computability/computability-theory/reducibility.tex,19,"સામાન્ય રીતે, ગણ $A$નું ગણ~$B$માં ``ન્યૂનીકરણ'' એટલે !!{element}s~$B$માં છે કે નહીં તે અંગેના જવાબોમાંથી !!{element}s~$A$માં છે કે નહીં તે અંગેના જવાબો મેળવવાની રીત. આપણે ``બહુ-એક ",reader/computability-theory.html,cmp:thy:red:sec,18,verified_html_anchor_near_target_line
terminology,GU-T221,OLP-0243,OLP-0243-B008,gu/content/computability/computability-theory/reducibility.tex,55,"\begin{defn} માનો કે $A$ અને $B$ પ્રાકૃતિક સંખ્યાઓના ગણો છે. સંગણનીય વિધેય~$f\colon \Nat \to \Nat$, $A$નું~$B$માં \emph{બહુ-એક ન્યૂનીકરણ} ત્યારે અને માત્ર ત્યારે છે જ્યારે દરેક પ્ર",reader/computability-theory.html,cmp:thy:red:sec,54,verified_html_anchor_near_target_line
terminology,GU-T221,OLP-0243,OLP-0243-B009,gu/content/computability/computability-theory/reducibility.tex,70,"ઉપરની વ્યાખ્યાનું વિધેય $f$ એક-એક પણ હોય, તો $A$ને~$B$માં \emph{એક-એક ન્યૂનીકરણક્ષમ} કહેવાય છે. નીચેના મોટા ભાગના ન્યૂનીકરણો આ વધુ મજબૂત શરત પૂરી કરે છે, પરંતુ આ હકીકતનો અહીં ઉપયોગ",reader/computability-theory.html,cmp:thy:red:sec,69,verified_html_anchor_near_target_line
terminology,GU-T221,OLP-0244,OLP-0244-B014,gu/content/computability/computability-theory/prop-reduce.tex,78,"\begin{digress} \emph{ટ્યુરિંગ ન્યૂનીકરણક્ષમતા} કહેવાતી ન્યૂનીકરણક્ષમતાની વધુ સામાન્ય કલ્પના બીજા સંદર્ભોમાં, ખાસ કરીને અનિર્ણેયતાનાં પરિણામો સાબિત કરવા, ઉપયોગી છે. નોંધો કે \olref",reader/computability-theory.html,cmp:thy:ppr:prop:reduce,40,verified_html_anchor_near_target_line
terminology,GU-T222,OLP-0245,OLP-0245-B005,gu/content/computability/computability-theory/complete-ce-sets.tex,12,\begin{defn} ગણ $A$ને (બહુ-એક ન્યૂનીકરણક્ષમતાની દૃષ્ટિએ) \emph{પૂર્ણ !!{computably enumerable} ગણ} ત્યારે કહીએ જ્યારે \begin{enumerate} \item $A$ સંગણકીય રીતે પરિગણનીય હોય અને \ite,reader/computability-theory.html,cmp:thy:cce:sec,11,verified_html_anchor_near_target_line
terminology,GU-T222,OLP-0245,OLP-0245-B006,gu/content/computability/computability-theory/complete-ce-sets.tex,21,"બીજા શબ્દોમાં, પૂર્ણ સંગણકીય રીતે પરિગણનીય ગણો શક્ય સૌથી ``કઠિન'' એવા પરિગણનીય ગણો છે. તેઓ \emph{કોઈ પણ} સંગણકીય રીતે પરિગણનીય ગણ વિશેના પ્રશ્નોના જવાબ મેળવવા દે છે.",reader/computability-theory.html,cmp:thy:cce:sec,20,verified_html_anchor_near_target_line
terminology,GU-T222,OLP-0245,OLP-0245-B010,gu/content/computability/computability-theory/complete-ce-sets.tex,46,"$K_0$નું $K$માં પણ લગભગ આ જ રીતે ન્યૂનીકરણ થાય છે: ઉપરના કાર્યક્રમ-સૂચકના બાંધકામની જેમ, ઇનપુટને અવગણીને આપેલી સંગણના ચલાવતો સૂચક બનાવો. \sourcecorrection{OLCT-009}{સ્થિર અંગ્રેજી ",reader/computability-theory.html,cmp:thy:cce:sec,45,verified_html_anchor_near_target_line
terminology,GU-T223,OLP-0248,OLP-0248-B008,gu/content/computability/computability-theory/rice-theorem.tex,31,"\emph{સૂચક ગણ} એટલે એવો ગણ $A$ કે જો સૂચકો $n$ અને $m$ એક જ વિધેય ``ગણતા'' હોય, તો બંને $n$ અને $m$ એ $A$માં હોય, અથવા બંને ન હોય. પ્રમેયમાં આવેલો ગણ~$A$ આ ગુણધર્મ ધરાવે છે તે જોવુ",reader/computability-theory.html,cmp:thy:rce:sec,30,verified_html_anchor_near_target_line
terminology,GU-T223,OLP-0248,OLP-0248-B009,gu/content/computability/computability-theory/rice-theorem.tex,38,\begin{explain} આ પરિભાષામાં રાઇસના પ્રમેયનો અર્થ એવો થાય કે કોઈ અતુચ્છ સૂચક ગણ નિર્ણેય નથી. પ્રમેય સમજવા \emph{પ્રોગ્રામો} (માનો તમારી મનપસંદ પ્રોગ્રામિંગ ભાષામાં) અને તેઓ ગણતા વિ,reader/computability-theory.html,cmp:thy:rce:sec,37,verified_html_anchor_near_target_line
terminology,GU-T223,OLP-0248,OLP-0248-B015,gu/content/computability/computability-theory/rice-theorem.tex,101,"વધુ ઔપચારિક રીતે, $h$ આંશિક સંગણનીય હોવાથી કોઈ સૂચક~$e$ માટે તે વિધેય $\cfind{e}[2]$ છે. \sourcecorrection{OLCT-010}{સ્થિર અંગ્રેજી મૂળ અહીં દ્વિ-આર્ગ્યુમેન્ટવાળા $h(x,y)$ માટે એક-",reader/computability-theory.html,cmp:thy:rce:sec,100,verified_html_anchor_near_target_line
terminology,GU-T224,OLP-0249,OLP-0249-B004,gu/content/computability/computability-theory/fixed-point-thm.tex,9,\olfileid{cmp}{thy}{fix} \olsection{નિશ્ચિત-બિંદુનું પ્રમેય},reader/computability-theory.html,cmp:thy:fix:sec,8,verified_html_anchor_near_target_line
terminology,GU-T224,OLP-0249,OLP-0249-B008,gu/content/computability/computability-theory/fixed-point-thm.tex,47,હવે $\cfind{e}$વાળું સમીકરણ જુઓ. તેમાં એક અર્થમાં સ્વ-સંદર્ભ છે: $\cfind{e}(e)$નું મૂલ્ય એક ચોક્કસ રીતે $\gn{\cfind{e}(e)}$ પર આધાર રાખે એવું આપણે ગોઠવ્યું છે. નિશ્ચિત-બિંદુનું પ્ર,reader/computability-theory.html,cmp:thy:fix:lem:fixed-equiv,13,verified_html_anchor_near_target_line
terminology,GU-T224,OLP-0249,OLP-0249-B015,gu/content/computability/computability-theory/fixed-point-thm.tex,114,"\begin{proof} જરૂરી ઘટકો ઉપરની અટકવાની સમસ્યાની ચર્ચામાં ગર્ભિત છે. $\fn{diag}(x)$ એવું સંગણનીય વિધેય હોય કે દરેક $x$ માટે તે વિધેય $f_x(y) \simeq \cfind{x}[2](x,y)$નો સૂચક પાછો આપ",reader/computability-theory.html,cmp:thy:fix:lem:fixed-equiv,54,verified_html_anchor_near_target_line
terminology,GU-T224,OLP-0251,OLP-0251-B005,gu/content/computability/computability-theory/def-functions-self-reference.tex,12,"વિધેયોને તેમના પોતાના જ આધારે વ્યાખ્યાયિત કરી શકવાની ક્ષમતા સામાન્ય રીતે ઉપયોગી છે. દાખલા તરીકે, સંગણનીય વિધેયો $k$, $l$ અને~$m$ આપેલાં હોય, તો નિશ્ચિત-બિંદુનું ઉપપ્રમેય કહે છે કે ",reader/computability-theory.html,cmp:thy:slf:sec,11,verified_html_anchor_near_target_line
