record_kind,decision_id,unit_id,segment_id,target_path,target_line,target_excerpt,reader_artifact,reader_anchor,reader_status
terminology,GU-T237,OLP-0260,OLP-0260-B011,gu/content/turing-machines/machines-computations/disciplined-machines.tex,86,"\begin{prop}\ollabel{prop:disciplined} દરેક ટ્યુરિંગ મશીન~$M$ માટે એવું શિસ્તબદ્ધ ટ્યુરિંગ મશીન~$M'$ છે કે $M$ આઉટપુટ~$O$ સાથે થંભે તો તે પણ આઉટપુટ~$O$ સાથે થંભે, અને $M$ ન થંભે તો તે પણ ન થંભે. ખાસ ક",reader/turing-machines.html,tur:mac:dis:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T238,OLP-0261,OLP-0261-B004,gu/content/turing-machines/machines-computations/combining-machines.tex,9,\olfileid{tur}{mac}{cmb} \olsection{ટ્યુરિંગ મશીનોનું સંયોજન},reader/turing-machines.html,tur:mac:cmb:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T238,OLP-0261,OLP-0261-B006,gu/content/turing-machines/machines-computations/combining-machines.tex,25,"ટ્યુરિંગ મશીનો $M = \tuple{Q, \Sigma, q_0, \delta}$ અને~$M' = \tuple{Q', \Sigma', q_0', \delta'}$ને કેવી રીતે જોડીએ? હવે $M$ થંભે તે પછી ટેપનું સંરૂપણ મશીન~$M'$ ના ચલનના ઇનપુટ સંરૂપણ તરીકે વાપરીએ. આ ક",reader/turing-machines.html,tur:mac:cmb:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T238,OLP-0261,OLP-0261-B014,gu/content/turing-machines/machines-computations/combining-machines.tex,165,"\begin{prop} $M$ અને $M'$ શિસ્તબદ્ધ હોય અને અનુક્રમે $f\colon \Nat^k \to \Nat$ અને $f'\colon \Nat \to \Nat$ વિધેયો ગણતા હોય, તો $M \frown M'$ પણ શિસ્તબદ્ધ છે અને $\comp{f}{f'}$ ગણે છે. \end{prop}",reader/turing-machines.html,tur:mac:cmb:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T238,OLP-0261,OLP-0261-B015,gu/content/turing-machines/machines-computations/combining-machines.tex,173,"\begin{proof} $M$ શિસ્તબદ્ધ હોવાથી તે આઉટપુટ~$f(n_1,\dots,n_k) = m$ સાથે થંભે ત્યારે હેડ ખાનું~$1$ વાંચે છે. હવે~$M'$ની પ્રારંભિક અવસ્થામાં જઈએ, તો મશીન આઉટપુટ $f'(m)$ સાથે, ફરી ખાનું~$1$ વાંચતાં, થંભ",reader/turing-machines.html,tur:mac:cmb:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T239,OLP-0262,OLP-0262-B005,gu/content/turing-machines/machines-computations/variants.tex,12,હકીકતમાં ટ્યુરિંગ મશીનોની વ્યાખ્યા આપવાની ઘણી રીતો છે; આપણી રીત માત્ર એક છે. કેટલીક બાબતમાં આપણી વ્યાખ્યા બીજી વ્યાખ્યાઓ કરતાં વધુ છૂટ આપે છે. આપણે મનસ્વી સાન્ત વર્ણમાળાઓને મંજૂરી આપીએ છીએ; વધુ મર્યાદ,reader/turing-machines.html,tur:mac:var:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T239,OLP-0262,OLP-0262-B006,gu/content/turing-machines/machines-computations/variants.tex,31,"વ્યાખ્યામાં કરેલી આ છેલ્લી છૂટ ખાસ રસપ્રદ છે. આપણી વ્યાખ્યામાં મશીન અવસ્થા~$q$માં પ્રતીક~$\sigma$ વાંચે, ત્યારે $\delta(q, \sigma)$ નવું પ્રતીક, નવી અવસ્થા અને ટેપના હેડનું નવું સ્થાન નક્કી કરે છે. પર",reader/turing-machines.html,tur:mac:var:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T240,OLP-0262,OLP-0262-B008,gu/content/turing-machines/machines-computations/variants.tex,69,"સંખ્યાઓ દર્શાવવાની પણ જુદી રીતો છે (અને તેથી ટ્યુરિંગ મશીન ગણતું ઇનપુટ-આઉટપુટ વિધેય પણ બદલાય છે): આપણે એક-પ્રતીકી નિરૂપણ વાપરીએ છીએ, પરંતુ દ્વિ-આધારી નિરૂપણ પણ વાપરી શકાય. તે માટે $\TMblank$ અને~$\TMe",reader/turing-machines.html,tur:mac:var:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T240,OLP-0262,OLP-0262-B010,gu/content/turing-machines/machines-computations/variants.tex,80,"આ વાતની ચકાસણીની વિગતોમાં નહીં જઈએ. માત્ર એક ઉદાહરણ જોઈએ: ટેપ બંને દિશામાં અનંત હોય અથવા અનેક ટેપ હોય એવી છૂટ આપવાથી સંગણનશક્તિ વધતી નથી. લગભગ આવું કારણ છે: એક જ, એક દિશામાં અનંત ટેપવાળું ટ્યુરિંગ મશી",reader/turing-machines.html,tur:mac:var:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T241,OLP-0263,OLP-0263-B004,gu/content/turing-machines/machines-computations/church-turing-thesis.tex,9,\olfileid{tur}{mac}{ctt} \olsection{ચર્ચ--ટ્યુરિંગ માન્યતા},reader/turing-machines.html,tur:mac:ctt:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T241,OLP-0263,OLP-0263-B005,gu/content/turing-machines/machines-computations/church-turing-thesis.tex,12,"ટ્યુરિંગ મશીનો અસરકારક પ્રક્રિયાના ખ્યાલનું ચોક્કસ ગણિતીય સ્વરૂપ આપવાનાં છે. ટ્યુરિંગના મતે, જે કોઈ અસરકારક પ્રક્રિયા અને ટ્યુરિંગ મશીન બંનેના ખ્યાલને સમજે તેને સહજ રીતે લાગશે કે અસરકારક પ્રક્રિયા વડે",reader/turing-machines.html,tur:mac:ctt:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T241,OLP-0263,OLP-0263-B006,gu/content/turing-machines/machines-computations/church-turing-thesis.tex,23,\begin{defn}[ચર્ચ--ટ્યુરિંગ માન્યતા] \emph{ચર્ચ--ટ્યુરિંગ માન્યતા} કહે છે કે અસરકારક પ્રક્રિયા વડે સંગણનીય હોય તે બધું ટ્યુરિંગ-સંગણનીય છે. \end{defn},reader/turing-machines.html,tur:mac:ctt:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T241,OLP-0263,OLP-0263-B007,gu/content/turing-machines/machines-computations/church-turing-thesis.tex,28,"ચર્ચ--ટ્યુરિંગ માન્યતાનો બે રીતે આધાર લેવાય છે. પ્રથમ રીત આળસને બહાનું આપે છે. ધારો કે આપણને કંઈક ગણવાની અસરકારક પ્રક્રિયાનું વર્ણન, માનો ``આભાસી કોડ''માં, મળ્યું છે. તો આપણે ખરેખર ટ્યુરિંગ મશીન બનાવ્",reader/turing-machines.html,tur:mac:ctt:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T241,OLP-0263,OLP-0263-B008,gu/content/turing-machines/machines-computations/church-turing-thesis.tex,35,"ચર્ચ--ટ્યુરિંગ માન્યતાનો બીજો ઉપયોગ તત્ત્વચિંતનની દૃષ્ટિએ વધુ રસપ્રદ છે. કેટલાંક વિધેયો ટ્યુરિંગ મશીન વડે ગણી શકાતા નથી તે બતાવી શકાય છે. તેના પરથી, ચર્ચ--ટ્યુરિંગ માન્યતા વાપરીને, કોઈ પણ પ્રકારની પ્ર",reader/turing-machines.html,tur:mac:ctt:sec,verified_html_section_anchor_near_exact_source_segment
keyed_source_correction,OLTM-001,OLP-0257,,gu/content/turing-machines/machines-computations/configuration.tex,60,\sourcecorrection{OLTM-001}{સ્થિર અંગ્રેજી મૂળનો પરિચય,reader/turing-machines.html,cmp:tur:con:sec,verified_html_section_anchor_near_keyed_note
keyed_source_correction,OLTM-002,OLP-0257,,gu/content/turing-machines/machines-computations/configuration.tex,71,\sourcecorrection{OLTM-002}{સ્થિર અંગ્રેજી મૂળ આ વાક્યમાં,reader/turing-machines.html,cmp:tur:con:sec,verified_html_section_anchor_near_keyed_note
keyed_source_correction,OLTM-003,OLP-0258,,gu/content/turing-machines/machines-computations/unary-numbers.tex,207,\sourcecorrection{OLTM-003}{સ્થિર અંગ્રેજી મૂળના આ પ્રશ્નમાં,reader/turing-machines.html,tur:mac:una:sec,verified_html_section_anchor_near_keyed_note
keyed_source_correction,OLTM-004,OLP-0261,,gu/content/turing-machines/machines-computations/combining-machines.tex,53,\sourcecorrection{OLTM-004}{સ્થિર અંગ્રેજી મૂળના પ્રથમ,reader/turing-machines.html,tur:mac:cmb:sec,verified_html_section_anchor_near_keyed_note
